hidden numbering,Frequency Rank,Complexity,Word,Romanised,품사,Classification,Hanja/Ref.,English,,Wiktionary Link,,Wordreference Link,Note,,,
5475,9372,C,초저녁,chojeonyeok,명,noun,初-,Early in the evening,https://en.wiktionary.org/wiki/초저녁,https://en.wiktionary.org/wiki/초저녁,https://www.wordreference.com/koen/초저녁,https://www.wordreference.com/koen/초저녁,,,,
5476,9377,C,충돌하다,chungdolhada,동,verb,衝突-,"Collide, clash with",https://en.wiktionary.org/wiki/충돌하다,https://en.wiktionary.org/wiki/충돌하다,https://www.wordreference.com/koen/충돌하다,https://www.wordreference.com/koen/충돌하다,,,,
5477,9380,C,코트,koteu,명,noun,court,Court,https://en.wiktionary.org/wiki/코트,https://en.wiktionary.org/wiki/코트,https://www.wordreference.com/koen/코트,https://www.wordreference.com/koen/코트,,,,
5478,9395,C,피곤,pigon,명,noun,疲困,"fatigue,exhaustion",https://en.wiktionary.org/wiki/피곤,https://en.wiktionary.org/wiki/피곤,https://www.wordreference.com/koen/피곤,https://www.wordreference.com/koen/피곤,,,,
5479,9398,C,학비,hakbi,명,noun,學費,Tuition,https://en.wiktionary.org/wiki/학비,https://en.wiktionary.org/wiki/학비,https://www.wordreference.com/koen/학비,https://www.wordreference.com/koen/학비,,,,
5480,9407,C,해,hae,명,noun,害,harm; damage; evil; injury,https://en.wiktionary.org/wiki/해,https://en.wiktionary.org/wiki/해,https://www.wordreference.com/koen/해,https://www.wordreference.com/koen/해,,,,
5481,9409,B,해외여행,haeoeyeohaeng,명,noun,海外旅行,Foreign travel,https://en.wiktionary.org/wiki/해외여행,https://en.wiktionary.org/wiki/해외여행,https://www.wordreference.com/koen/해외여행,https://www.wordreference.com/koen/해외여행,,,,
5482,9421,C,효자,hyoja,명,noun,孝子,A dutiful son,https://en.wiktionary.org/wiki/효자,https://en.wiktionary.org/wiki/효자,https://www.wordreference.com/koen/효자,https://www.wordreference.com/koen/효자,,,,
5483,9431,C,감소되다,gamsodoeda,동,verb,減少-,To be reduced or diminished,https://en.wiktionary.org/wiki/감소되다,https://en.wiktionary.org/wiki/감소되다,https://www.wordreference.com/koen/감소되다,https://www.wordreference.com/koen/감소되다,,,,
5484,9433,C,강변,gangbyeon,명,noun,江邊,A riverside,https://en.wiktionary.org/wiki/강변,https://en.wiktionary.org/wiki/강변,https://www.wordreference.com/koen/강변,https://www.wordreference.com/koen/강변,,,,
5485,9462,C,공연되다,gongyeondoeda,동,verb,公演-,To give a public performance,https://en.wiktionary.org/wiki/공연되다,https://en.wiktionary.org/wiki/공연되다,https://www.wordreference.com/koen/공연되다,https://www.wordreference.com/koen/공연되다,,,,
5486,9466,A,공휴일,gonghyuil,명,noun,公休日,A legal holiday,https://en.wiktionary.org/wiki/공휴일,https://en.wiktionary.org/wiki/공휴일,https://www.wordreference.com/koen/공휴일,https://www.wordreference.com/koen/공휴일,,,,
5487,9474,C,괴로워하다,goerowohada,동,verb,,To distress or trouble,https://en.wiktionary.org/wiki/괴로워하다,https://en.wiktionary.org/wiki/괴로워하다,https://www.wordreference.com/koen/괴로워하다,https://www.wordreference.com/koen/괴로워하다,,,,
5488,9475,C,교시,gyosi,의,noun,校時,Teach or instruct or enlighten,https://en.wiktionary.org/wiki/교시,https://en.wiktionary.org/wiki/교시,https://www.wordreference.com/koen/교시,https://www.wordreference.com/koen/교시,,,,
5489,9484,C,그리로,geuriro,부,adverb,,Over there,https://en.wiktionary.org/wiki/그리로,https://en.wiktionary.org/wiki/그리로,https://www.wordreference.com/koen/그리로,https://www.wordreference.com/koen/그리로,,,,
5490,9498,C,까먹다,kkameokda,동,verb,,Crack or peel and eat,https://en.wiktionary.org/wiki/까먹다,https://en.wiktionary.org/wiki/까먹다,https://www.wordreference.com/koen/까먹다,https://www.wordreference.com/koen/까먹다,,,,
5491,9500,B,깜빡,kkamppak,부,adverb,,With a flash or twinkle,https://en.wiktionary.org/wiki/깜빡,https://en.wiktionary.org/wiki/깜빡,https://www.wordreference.com/koen/깜빡,https://www.wordreference.com/koen/깜빡,,,,
5492,9501,C,깡패,kkangpae,명,noun,-牌,Gangster,https://en.wiktionary.org/wiki/깡패,https://en.wiktionary.org/wiki/깡패,https://www.wordreference.com/koen/깡패,https://www.wordreference.com/koen/깡패,,,,
5493,9503,C,꾸다,kkuda,동,verb,돈을~,Borrow or loan,https://en.wiktionary.org/wiki/꾸다,https://en.wiktionary.org/wiki/꾸다,https://www.wordreference.com/koen/꾸다,https://www.wordreference.com/koen/꾸다,,,,
5494,9505,C,낚시꾼,nakksikkun,명,noun,,An angler,https://en.wiktionary.org/wiki/낚시꾼,https://en.wiktionary.org/wiki/낚시꾼,https://www.wordreference.com/koen/낚시꾼,https://www.wordreference.com/koen/낚시꾼,,,,
5495,9517,C,다양해지다,dayanghaejida,동,verb,多樣-,To be various,https://en.wiktionary.org/wiki/다양해지다,https://en.wiktionary.org/wiki/다양해지다,https://www.wordreference.com/koen/다양해지다,https://www.wordreference.com/koen/다양해지다,,,,
5496,9527,B,대중교통,daejunggyotong,명,noun,大衆交通,Mass transportation,https://en.wiktionary.org/wiki/대중교통,https://en.wiktionary.org/wiki/대중교통,https://www.wordreference.com/koen/대중교통,https://www.wordreference.com/koen/대중교통,,,,
5497,9529,B,데려오다,deryeooda,동,verb,,Go with,https://en.wiktionary.org/wiki/데려오다,https://en.wiktionary.org/wiki/데려오다,https://www.wordreference.com/koen/데려오다,https://www.wordreference.com/koen/데려오다,,,,
5498,9537,C,등록하다,deungrokhada,동,verb,登錄-,"register, enroll",https://en.wiktionary.org/wiki/등록하다,https://en.wiktionary.org/wiki/등록하다,https://www.wordreference.com/koen/등록하다,https://www.wordreference.com/koen/등록하다,,,,
5499,9541,C,뛰놀다,ttwinolda,동,verb,,"to frolic, romp, frisk (excitement, joy)",https://en.wiktionary.org/wiki/뛰놀다,https://en.wiktionary.org/wiki/뛰놀다,https://www.wordreference.com/koen/뛰놀다,https://www.wordreference.com/koen/뛰놀다,,,,
5500,9542,B,뛰어오다,ttwieooda,동,verb,,come running,https://en.wiktionary.org/wiki/뛰어오다,https://en.wiktionary.org/wiki/뛰어오다,https://www.wordreference.com/koen/뛰어오다,https://www.wordreference.com/koen/뛰어오다,,,,
5501,9544,C,라켓,rakes,명,noun,racket,racket,https://en.wiktionary.org/wiki/라켓,https://en.wiktionary.org/wiki/라켓,https://www.wordreference.com/koen/라켓,https://www.wordreference.com/koen/라켓,,,,
5502,9546,C,리터,riteo,의,noun,liter,liter,https://en.wiktionary.org/wiki/리터,https://en.wiktionary.org/wiki/리터,https://www.wordreference.com/koen/리터,https://www.wordreference.com/koen/리터,,,,
5503,9547,C,마요네즈,mayonejeu,명,noun,&프mayonnaise,Mayonnaise,https://en.wiktionary.org/wiki/마요네즈,https://en.wiktionary.org/wiki/마요네즈,https://www.wordreference.com/koen/마요네즈,https://www.wordreference.com/koen/마요네즈,,,,
5504,9548,A,마흔,maheun,수,numeral,,Forty,https://en.wiktionary.org/wiki/마흔,https://en.wiktionary.org/wiki/마흔,https://www.wordreference.com/koen/마흔,https://www.wordreference.com/koen/마흔,,,,
5505,9549,C,만세,manse,명,noun,萬歲,"10,000 years",https://en.wiktionary.org/wiki/만세,https://en.wiktionary.org/wiki/만세,https://www.wordreference.com/koen/만세,https://www.wordreference.com/koen/만세,,,,
5506,9551,C,만화가,manhwaga,명,noun,漫畵家,Cartoon artist,https://en.wiktionary.org/wiki/만화가,https://en.wiktionary.org/wiki/만화가,https://www.wordreference.com/koen/만화가,https://www.wordreference.com/koen/만화가,,,,
5507,9552,C,맘대로,mamdaero,부,adverb,마음대로,As you want,https://en.wiktionary.org/wiki/맘대로,https://en.wiktionary.org/wiki/맘대로,https://www.wordreference.com/koen/맘대로,https://www.wordreference.com/koen/맘대로,,,,
5508,9554,C,머리말,meorimal,명,noun,,A preface,https://en.wiktionary.org/wiki/머리말,https://en.wiktionary.org/wiki/머리말,https://www.wordreference.com/koen/머리말,https://www.wordreference.com/koen/머리말,,,,
5509,9555,C,면접,myeonjeop,명,noun,面接,face-to-face meeting; meeting in person; personal interview,https://en.wiktionary.org/wiki/면접,https://en.wiktionary.org/wiki/면접,https://www.wordreference.com/koen/면접,https://www.wordreference.com/koen/면접,,,,
5510,9557,B,명함,myeongham,명,noun,名銜,Name card,https://en.wiktionary.org/wiki/명함,https://en.wiktionary.org/wiki/명함,https://www.wordreference.com/koen/명함,https://www.wordreference.com/koen/명함,,,,
5511,9558,C,몸속,momsok,명,noun,,In one’s body,https://en.wiktionary.org/wiki/몸속,https://en.wiktionary.org/wiki/몸속,https://www.wordreference.com/koen/몸속,https://www.wordreference.com/koen/몸속,,,,
5512,9563,C,무책임하다,muchaegimhada,형,adjective,無責任-,Not responsible,https://en.wiktionary.org/wiki/무책임하다,https://en.wiktionary.org/wiki/무책임하다,https://www.wordreference.com/koen/무책임하다,https://www.wordreference.com/koen/무책임하다,,,,
5513,9570,C,반짝거리다,banjjakgeorida,동,verb,,Twinkle-twinkle (stars),https://en.wiktionary.org/wiki/반짝거리다,https://en.wiktionary.org/wiki/반짝거리다,https://www.wordreference.com/koen/반짝거리다,https://www.wordreference.com/koen/반짝거리다,,,,
5514,9572,C,밤새우다,bamsaeuda,동,verb,,Sit up all night,https://en.wiktionary.org/wiki/밤새우다,https://en.wiktionary.org/wiki/밤새우다,https://www.wordreference.com/koen/밤새우다,https://www.wordreference.com/koen/밤새우다,,,,
5515,9578,C,번지,beonji,명,noun,番地,Area of land,https://en.wiktionary.org/wiki/번지,https://en.wiktionary.org/wiki/번지,https://www.wordreference.com/koen/번지,https://www.wordreference.com/koen/번지,,,,
5516,9583,A,볼펜,bolpen,명,noun,ballpen,A ballpen,https://en.wiktionary.org/wiki/볼펜,https://en.wiktionary.org/wiki/볼펜,https://www.wordreference.com/koen/볼펜,https://www.wordreference.com/koen/볼펜,,,,
5517,9605,A,빨간색,ppalgansaek,명,noun,-色,"deep-red,crimson",https://en.wiktionary.org/wiki/빨간색,https://en.wiktionary.org/wiki/빨간색,https://www.wordreference.com/koen/빨간색,https://www.wordreference.com/koen/빨간색,,,,
5518,9611,C,사립,sarip,명,noun,私立,Private,https://en.wiktionary.org/wiki/사립,https://en.wiktionary.org/wiki/사립,https://www.wordreference.com/koen/사립,https://www.wordreference.com/koen/사립,,,,
5519,9612,C,사생활,sasaenghwal,명,noun,私生活,Private life,https://en.wiktionary.org/wiki/사생활,https://en.wiktionary.org/wiki/사생활,https://www.wordreference.com/koen/사생활,https://www.wordreference.com/koen/사생활,,,,
5520,9615,C,사이사이,saisai,명,noun,,Every now and then,https://en.wiktionary.org/wiki/사이사이,https://en.wiktionary.org/wiki/사이사이,https://www.wordreference.com/koen/사이사이,https://www.wordreference.com/koen/사이사이,,,,
5521,9616,B,사자,saja,명,noun,獅子,A lion,https://en.wiktionary.org/wiki/사자,https://en.wiktionary.org/wiki/사자,https://www.wordreference.com/koen/사자,https://www.wordreference.com/koen/사자,,,,
5522,9628,B,새소리,saesori,명,noun,,"Bird voice,”chirp”",https://en.wiktionary.org/wiki/새소리,https://en.wiktionary.org/wiki/새소리,https://www.wordreference.com/koen/새소리,https://www.wordreference.com/koen/새소리,,,,
5523,9631,C,생활수준,saenghwalsujun,명,noun,生活水準,The standard of living,https://en.wiktionary.org/wiki/생활수준,https://en.wiktionary.org/wiki/생활수준,https://www.wordreference.com/koen/생활수준,https://www.wordreference.com/koen/생활수준,,,,
5524,9632,C,서툴다,seotulda,형,adjective,,"poor,awkward",https://en.wiktionary.org/wiki/서툴다,https://en.wiktionary.org/wiki/서툴다,https://www.wordreference.com/koen/서툴다,https://www.wordreference.com/koen/서툴다,,,,
5525,9634,C,석사,seoksa,명,noun,碩士,Master,https://en.wiktionary.org/wiki/석사,https://en.wiktionary.org/wiki/석사,https://www.wordreference.com/koen/석사,https://www.wordreference.com/koen/석사,,,,
5526,9637,C,성당,seongdang,명,noun,聖堂,A church,https://en.wiktionary.org/wiki/성당,https://en.wiktionary.org/wiki/성당,https://www.wordreference.com/koen/성당,https://www.wordreference.com/koen/성당,,,,
5527,9645,C,속마음,sokmaeum,명,noun,,"Inner heart,feeling",https://en.wiktionary.org/wiki/속마음,https://en.wiktionary.org/wiki/속마음,https://www.wordreference.com/koen/속마음,https://www.wordreference.com/koen/속마음,,,,
5528,9647,C,손잡다,sonjapda,동,verb,,Take a person by the hand,https://en.wiktionary.org/wiki/손잡다,https://en.wiktionary.org/wiki/손잡다,https://www.wordreference.com/koen/손잡다,https://www.wordreference.com/koen/손잡다,,,,
5529,9653,C,숙녀,suknyeo,명,noun,淑女,A lady,https://en.wiktionary.org/wiki/숙녀,https://en.wiktionary.org/wiki/숙녀,https://www.wordreference.com/koen/숙녀,https://www.wordreference.com/koen/숙녀,,,,
5530,9655,C,순하다,sunhada,형,adjective,順-,"Be gentle,docile",https://en.wiktionary.org/wiki/순하다,https://en.wiktionary.org/wiki/순하다,https://www.wordreference.com/koen/순하다,https://www.wordreference.com/koen/순하다,,,,
5531,9658,C,시댁,sidaek,명,noun,媤宅,one’s husband’s family/house,https://en.wiktionary.org/wiki/시댁,https://en.wiktionary.org/wiki/시댁,https://www.wordreference.com/koen/시댁,https://www.wordreference.com/koen/시댁,,,,
5532,9660,B,시부모,sibumo,명,noun,媤父母,one’s husband’s parents,https://en.wiktionary.org/wiki/시부모,https://en.wiktionary.org/wiki/시부모,https://www.wordreference.com/koen/시부모,https://www.wordreference.com/koen/시부모,,,,
5533,9666,C,신체적,sinchejeok,명,noun,身體的,Physical,https://en.wiktionary.org/wiki/신체적,https://en.wiktionary.org/wiki/신체적,https://www.wordreference.com/koen/신체적,https://www.wordreference.com/koen/신체적,,,,
5534,9670,B,실수하다,silsuhada,동,verb,失手-,To make a mistake,https://en.wiktionary.org/wiki/실수하다,https://en.wiktionary.org/wiki/실수하다,https://www.wordreference.com/koen/실수하다,https://www.wordreference.com/koen/실수하다,,,,
5535,9675,C,쓴맛,sseunmas,명,noun,,A bitter flavor,https://en.wiktionary.org/wiki/쓴맛,https://en.wiktionary.org/wiki/쓴맛,https://www.wordreference.com/koen/쓴맛,https://www.wordreference.com/koen/쓴맛,,,,
5536,9685,C,야옹,yaong,부,adverb,,"Mewing, meowing",https://en.wiktionary.org/wiki/야옹,https://en.wiktionary.org/wiki/야옹,https://www.wordreference.com/koen/야옹,https://www.wordreference.com/koen/야옹,,,,
5537,9690,C,얼마간,eolmagan,명,noun,-間,"Some, somewhat",https://en.wiktionary.org/wiki/얼마간,https://en.wiktionary.org/wiki/얼마간,https://www.wordreference.com/koen/얼마간,https://www.wordreference.com/koen/얼마간,,,,
5538,9709,C,올여름,oryeoreum,명,noun,,This summer,https://en.wiktionary.org/wiki/올여름,https://en.wiktionary.org/wiki/올여름,https://www.wordreference.com/koen/올여름,https://www.wordreference.com/koen/올여름,,,,
5539,9713,C,외제,oeje,명,noun,外製,Of foreign manufacture,https://en.wiktionary.org/wiki/외제,https://en.wiktionary.org/wiki/외제,https://www.wordreference.com/koen/외제,https://www.wordreference.com/koen/외제,,,,
5540,9714,B,외출하다,oechulhada,동,verb,外出-,To go out (of doors),https://en.wiktionary.org/wiki/외출하다,https://en.wiktionary.org/wiki/외출하다,https://www.wordreference.com/koen/외출하다,https://www.wordreference.com/koen/외출하다,,,,
5541,9719,C,욕하다,yokhada,동,verb,辱-,"To insult, to say bad words",https://en.wiktionary.org/wiki/욕하다,https://en.wiktionary.org/wiki/욕하다,https://www.wordreference.com/koen/욕하다,https://www.wordreference.com/koen/욕하다,,,,
5542,9724,B,위아래,wiarae,명,noun,,Up and down,https://en.wiktionary.org/wiki/위아래,https://en.wiktionary.org/wiki/위아래,https://www.wordreference.com/koen/위아래,https://www.wordreference.com/koen/위아래,,,,
